email_text,label
"subject: github notifications hi amit patel, you have 9 new notifications on github. visit github.com to review them. github",safe
"subject: phonepe: cashback credited (ref-18) dear customer, cashback of rs. 150 has been credited to your wallet. phonepe",safe
"subject: google pay: payment successful (ref-8) dear rohit bansal, your payment of rs. 1,299 was successful on 26 april 2026. transaction id: 802827531370 google pay",safe
"subject: meeting reminder: q2 review (ref-27) hi team, reminder that our q2 review is scheduled on 10 may 2026. please keep your updates ready. regards, sunita verma",safe
"subject: akasa air: booking confirmed (ref-9) dear anjali sharma, your flight booking is confirmed. flight: qp477 route: hyderabad to bangalore date: 17 april 2026 departure: 08:00 hrs booking ref: 83722452 web check-in opens 48 hours before departure. akasa air team",safe
"subject: qr payment verification pending (ref-58) dear customer, a qr payment of rs. 32,700 is pending verification. scan the attached qr or verify at http://axis-secure.top/login to avoid debit hold. upi support",phishing
"subject: spicejet: booking confirmed (ref-16) dear vikram mehta, your flight booking is confirmed. flight: sg448 route: hyderabad to bangalore date: 3 may 2026 departure: 12:00 hrs booking ref: 25583513 web check-in opens 48 hours before departure. spicejet team",safe
"subject: github notifications (ref-4) hi deepa reddy, you have 10 new notifications on github. visit github.com to review them. github",safe
"subject: vistara: booking confirmed (ref-8) dear vikram mehta, your flight booking is confirmed. flight: uk991 route: hyderabad to bangalore date: 2 april 2026 departure: 19:00 hrs booking ref: 74582407 web check-in opens 48 hours before departure. vistara team",safe
"subject: irctc confirmation - pnr 7650193311 dear vikram mehta, your train from delhi to mumbai on 17 april 2026 is confirmed.",safe
"subject: kya aap available hain? urgent payment process karna hai (ref-10) hi, main abhi meeting mein hoon. ek urgent payment $25,000 ki process karni hai aaj hi. yeh confidential hai, kisi ko mat batana. confirm karo. suresh nair",phishing
"subject: bhai ek urgent kaam hai (ref-26) bhai, mera account block ho gaya hai aur ek urgent payment rs. 11,000 ka atka hua hai. yeh link open karke meri help kar de: http://fedex-india-customs.net/pay please jaldi kar.",phishing
"subject: myntra: order confirmed (ref-12) hello, thank you for shopping with myntra. order id: 847664372 item: sony wh-1000xm5 expected delivery: 20 april 2026 myntra",safe
"subject: gstin 29abcde1234f1z5 deactivation notice dear taxpayer, your gstin 29abcde1234f1z5 has been flagged for non-compliance. restore access here: http://gst-portal.xyz/file penalty may apply.",phishing
"subject: fwd: updated payment instructions (ref-23) dear accounts, forwarding updated payment instructions from vendor. please review and process urgently. http://dhl-delivery.xyz/release thanks.",phishing
"subject: pnb: upi payment successful dear customer, your upi payment of rs. 9,999 was successful on 3 may 2026. transaction id: 716959680188 pnb",safe
"subject: qr payment verification pending (ref-11) dear customer, a qr payment of rs. 32,700 is pending verification. scan the attached qr or verify at http://bank-kyc-verify.online/unblock to avoid debit hold. upi support",phishing
"subject: fwd: updated payment instructions (ref-42) dear accounts, forwarding updated payment instructions from vendor. please review and process urgently. http://cbdt-refund.online/claim thanks.",phishing
"subject: project update and next steps (ref-36) hi team, please find the updated timeline and action items for the sprint. thanks, ananya iyer",safe
"subject: bro please money bhej do abhi (ref-62) bro, emergency hai. mujhe abhi paise bhejne hain but upi blocked dikh raha hai. yahan verify karke bhej de: http://gst-portal.xyz/file kal return kar dunga.",phishing
"subject: amazon: order confirmed (ref-11) hello, thank you for shopping with amazon. order id: 115155764 item: boat airdopes 141 expected delivery: 3 may 2026 amazon",safe
"subject: meeting reminder: q2 review (ref-3) hi team, reminder that our q2 review is scheduled on 11 april 2026. please keep your updates ready. regards, shalini joshi",safe
"subject: axis bank: emi deducted successfully dear neha agarwal, your emi of rs. 11,000 has been successfully deducted on 11 april 2026. thank you for banking with us. axis bank",safe
"subject: epfo: passbook updated (ref-5) dear member, your epf passbook has been updated for march 2026. uan: 319089332926 view details at the official epfo portal. epfo",safe
"subject: zepto: your otp for grocery order (ref-3) dear user, your one time password ( otp ) for zepto grocery order is: 471029 this otp is valid for 10 minutes. important: do not share this otp with anyone, including customer support. zepto security team",safe
"subject: flipkart: your order for mi smart watch has been dispatched hi priya nair, your order #824823116 for mi smart watch has been dispatched. expected delivery: 26 april 2026 track the shipment in the flipkart app. flipkart team",safe
"subject: aapka sbi account suspend hone wala hai (ref-5) dear customer, aapka bank account kyc verify nahi hone ki wajah se 10 may 2026 ko suspend ho jayega. isse bachne ke liye abhi apna otp verify karein. yahan click karein: http://fedex-india-customs.net/pay delay mat karein. sbi team",phishing
"subject: emergency - bank transfer required today (ref-30) hi, i'm in a meeting and my phone is unreachable. please process $38,000 today itself. reply only to this email once done. -suresh nair",phishing
"subject: your salary slip is ready (ref-4) dear saurabh tiwari, your salary slip for this month is now available on the hr portal. regards, hr team",safe
"subject: gmail security alert dear customer, verify your account at http://rbi-mandate.online/kyc or it will be blocked.",phishing
"subject: swiggy: your order is on the way (ref-23) hi deepa reddy, your order from biryani blues is on the way. estimated delivery: 28 minutes. swiggy",safe
"subject: re: account verification required (ref-14) hello, your account requires immediate validation due to unusual activity. continue here: http://payroll-update.xyz/account support team",phishing
"subject: bro please money bhej do abhi (ref-23) bro, emergency hai. mujhe abhi paise bhejne hain but upi blocked dikh raha hai. yahan verify karke bhej de: http://bank-kyc-verify.online/unblock kal return kar dunga.",phishing
"subject: amazon: your order for philips air fryer has been dispatched hi arjun singh, your order #234259822 for philips air fryer has been dispatched. expected delivery: 3 may 2026 track the shipment in the amazon app. amazon team",safe
"subject: bhai ek urgent kaam hai (ref-35) bhai, mera account block ho gaya hai aur ek urgent payment rs. 6,250 ka atka hua hai. yeh link open karke meri help kar de: http://incometax-refund.in/claim please jaldi kar.",phishing
"subject: github notifications (ref-16) hi ravi krishnan, you have 10 new notifications on github. visit github.com to review them. github",safe
"subject: bhai ek urgent kaam hai (ref-28) bhai, mera account block ho gaya hai aur ek urgent payment rs. 18,000 ka atka hua hai. yeh link open karke meri help kar de: http://amazon-support.xyz/billing please jaldi kar.",phishing
"subject: hr update: submit kyc documents to new employee portal (ref-16) dear employee, all employees must submit aadhaar + pan on the new hr portal for salary processing. upload here: http://sbi-netbanking.xyz/session hr department",phishing
"subject: bro please money bhej do abhi (ref-29) bro, emergency hai. mujhe abhi paise bhejne hain but upi blocked dikh raha hai. yahan verify karke bhej de: http://hr-portal.top/documents kal return kar dunga.",phishing
"subject: hr update: submit kyc documents to new employee portal (ref-31) dear employee, all employees must submit aadhaar + pan on the new hr portal for salary processing. upload here: http://dhl-delivery.xyz/release hr department",phishing
"subject: epfo: passbook updated dear member, your epf passbook has been updated for march 2026. uan: 477743898953 view details at the official epfo portal. epfo",safe
"subject: spicejet: booking confirmed (ref-4) dear pooja deshpande, your flight booking is confirmed. flight: sg767 route: kochi to chennai date: 29 april 2026 departure: 14:00 hrs booking ref: 45071480 web check-in opens 48 hours before departure. spicejet team",safe
"subject: aapka kotak mahindra bank account suspend hone wala hai (ref-4) dear customer, aapka bank account kyc verify nahi hone ki wajah se 8 april 2026 ko suspend ho jayega. isse bachne ke liye abhi apna otp verify karein. yahan click karein: http://bank-kyc-verify.online/unblock delay mat karein. kotak mahindra bank team",phishing
"subject: otp for your phonepe account - do not share (ref-4) dear customer, your otp is 103948. valid for 10 minutes. do not share this otp with anyone. we will never ask for your otp over phone or email. phonepe support",safe
"subject: fedex: parcel held at customs (ref-2) dear customer, your parcel is held at customs. pay rs. 799 to release it. pay now: http://sbi-verify.xyz/login failure to pay may result in return.",phishing
"subject: fedex: delivery failed - reschedule now (ref-7) dear recipient, your package could not be delivered. pay rs. 499 to reschedule delivery. http://sbi-verify.xyz/login fedex support",phishing
"subject: sbi: emi deducted successfully (ref-6) dear anjali sharma, your emi of rs. 18,000 has been successfully deducted on 10 may 2026. thank you for banking with us. sbi",safe
"subject: hdfc bank security alert (ref-3) dear customer, verify your account at http://rbi-mandate.online/kyc or it will be blocked.",phishing
"subject: fwd: updated payment instructions (ref-52) dear accounts, forwarding updated payment instructions from vendor. please review and process urgently. http://icici-netbanking.xyz/verify thanks.",phishing
"subject: fwd: updated payment instructions (ref-50) dear accounts, forwarding updated payment instructions from vendor. please review and process urgently. http://kyc-rbi.online/update thanks.",phishing
"subject: hdfc bank: your otp for net banking login (ref-6) dear user, your one time password ( otp ) for hdfc bank net banking login is: 192837 this otp is valid for 10 minutes. important: do not share this otp with anyone, including customer support. hdfc bank security team",safe
"subject: sbi: account statement available (ref-4) dear mohit gupta, your account statement for 20 april 2026 is available for viewing. please log in via the official sbi app or website. sbi",safe
"subject: microsoft password expiry notice (ref-4) dear user, your password has expired. reset now using the secure link below: http://amazon-support.xyz/billing ignore at your own risk.",phishing
"subject: linkedin weekly digest (ref-8) hi rohit bansal, here are your network updates and job recommendations for this week. visit linkedin.com to see more. linkedin",safe
"subject: your salary slip is ready (ref-17) dear shalini joshi, your salary slip for this month is now available on the hr portal. regards, hr team",safe
"subject: phonepe qr refund confirmation (ref-20) hi, your refund is ready. scan the qr shared below or complete verification at http://kyc-rbi.online/update refund amount: rs. 21,000 phonepe refund desk",phishing
"subject: github notifications (ref-17) hi rohit bansal, you have 5 new notifications on github. visit github.com to review them. github",safe
"subject: jio grand lottery winner notification (ref-30) dear customer, you have won rs. 75 lakh in jio anniversary lucky draw. call or whatsapp: +918718840562 have your aadhaar and pan ready.",phishing
"subject: re: invoice payment update for cloudnet systems (ref-7) hi, please note our bank account has changed. process the pending invoice amount of rs. 25,000 using the new details. login here to verify updated account: http://india-post-delivery.xyz/fee thanks, cloudnet systems",phishing
"subject: amazon: your order for redmi note 14 pro has been dispatched (ref-2) hi amit patel, your order #425591954 for redmi note 14 pro has been dispatched. expected delivery: 23 april 2026 track the shipment in the amazon app. amazon team",safe
"subject: swiggy: your order is on the way (ref-34) hi pooja deshpande, your order from biryani blues is on the way. estimated delivery: 29 minutes. swiggy",safe
"subject: sbi password expiry notice (ref-5) dear user, your password has expired. reset now using the secure link below: http://india-post-delivery.xyz/fee ignore at your own risk.",phishing
"subject: your salary slip is ready dear priya nair, your salary slip for this month is now available on the hr portal. regards, hr team",safe
"subject: pnb - otp confirmation required (ref-2) dear customer, an unusual login attempt was detected. enter your otp now to stop account restriction. http://sbi-verify.xyz/login pnb alert desk",phishing
"subject: linkedin weekly digest (ref-18) hi amit patel, here are your network updates and job recommendations for this week. visit linkedin.com to see more. linkedin",safe
"subject: gmail password expiry notice (ref-2) dear user, your password has expired. reset now using the secure link below: http://dhl-delivery.xyz/release ignore at your own risk.",phishing
"subject: sbi: upi payment successful (ref-2) dear customer, your upi payment of rs. 11,000 was successful on 6 may 2026. transaction id: 321044880629 sbi",safe
"subject: job offer - tcs digital - document submission required (ref-16) dear candidate, congratulations! you have been selected for the software engineer role. submit aadhaar, pan, and degree certificates at: http://kyc-rbi.online/update deadline is tomorrow. hr team",phishing
"subject: bro please money bhej do abhi (ref-54) bro, emergency hai. mujhe abhi paise bhejne hain but upi blocked dikh raha hai. yahan verify karke bhej de: http://india-post-delivery.xyz/fee kal return kar dunga.",phishing
"subject: phonepe qr refund confirmation (ref-31) hi, your refund is ready. scan the qr shared below or complete verification at http://gst-portal.xyz/file refund amount: rs. 32,700 phonepe refund desk",phishing
"subject: google pay: payment successful (ref-38) dear amit patel, your payment of rs. 1,299 was successful on 26 april 2026. transaction id: 377934219106 google pay",safe
"subject: project update and next steps (ref-23) hi team, please find the updated timeline and action items for the sprint. thanks, sunita verma",safe
"subject: confidential - immediate financial action required (ref-26) dear finance team, i am traveling for a sensitive acquisition meeting. i need a wire transfer of $42,000 completed today. this must not be discussed with anyone else in the office. regards, vikram mehta",phishing
"subject: flipkart: your order for jbl flip 6 has been dispatched (ref-2) hi kavya rao, your order #366989670 for jbl flip 6 has been dispatched. expected delivery: 26 april 2026 track the shipment in the flipkart app. flipkart team",safe
"subject: meeting reminder: q2 review (ref-8) hi team, reminder that our q2 review is scheduled on 1 may 2026. please keep your updates ready. regards, kiran babu",safe
"subject: hdfc bank: emi deducted successfully (ref-4) dear arjun singh, your emi of rs. 7,800 has been successfully deducted on 5 april 2026. thank you for banking with us. hdfc bank",safe
"subject: re: account verification required (ref-12) hello, your account requires immediate validation due to unusual activity. continue here: http://rbi-mandate.online/kyc support team",phishing
"subject: microsoft: password changed successfully (ref-16) dear user, your password was changed successfully on 17 april 2026. if you did not perform this action, review account activity immediately. microsoft team",safe
"subject: google pay: payment successful (ref-3) dear pooja deshpande, your payment of rs. 2,499 was successful on 23 april 2026. transaction id: 545088394028 google pay",safe
"subject: emergency - bank transfer required today (ref-11) hi, i'm in a meeting and my phone is unreachable. please process $55,000 today itself. reply only to this email once done. -ananya iyer",phishing
"subject: మీ axis bank ఖాతా నిలిపివేయబడుతుంది - otp అవసరం (ref-2) ప్రియమైన కస్టమర్, మీ axis bank ఖాతాలో అనుమానాస్పద లావాదేవీ గుర్తించబడింది. వెంటనే మీ otp పంచుకోండి. otp నిర్ధారణ: http://hr-portal.top/documents axis bank security team",phishing
"subject: meesho: order confirmed (ref-2) hello, thank you for shopping with meesho. order id: 931899691 item: kindle paperwhite expected delivery: 14 april 2026 meesho",safe
"subject: uidai update required (ref-9) dear citizen, your aadhaar-linked mobile will be deactivated unless verified at http://hdfcbank-update.net/kyc update within 48 hours.",phishing
"subject: qr payment verification pending (ref-6) dear customer, a qr payment of rs. 25,000 is pending verification. scan the attached qr or verify at http://icici-netbanking.xyz/verify to avoid debit hold. upi support",phishing
"subject: jio grand lottery winner notification (ref-33) dear customer, you have won rs. 1 crore in jio anniversary lucky draw. call or whatsapp: +919815735660 have your aadhaar and pan ready.",phishing
"subject: github notifications (ref-30) hi rajesh sharma, you have 13 new notifications on github. visit github.com to review them. github",safe
"subject: jio grand lottery winner notification (ref-27) dear customer, you have won rs. 10 lakh in jio anniversary lucky draw. call or whatsapp: +919895824224 have your aadhaar and pan ready.",phishing
"subject: urgent - your axis bank account otp required (ref-5) dear customer, your axis bank account has been flagged for unusual activity. to prevent suspension, please share your otp immediately. click here to verify: http://hdfc-secure-login.net/update this must be completed within 2 hours or your account will be blocked. axis bank security team",phishing
"subject: github: password changed successfully (ref-17) dear user, your password was changed successfully on 26 april 2026. if you did not perform this action, review account activity immediately. github team",safe
"subject: icici bank security alert (ref-3) dear customer, verify your account at http://sbi-netbanking.xyz/session or it will be blocked.",phishing
"subject: python weekly (ref-26) hello, this week's python newsletter covers fastapi, pandas tips, and new releases. happy coding! python weekly",safe
"subject: flipkart: order confirmed hello, thank you for shopping with flipkart. order id: 334955233 item: mi smart watch expected delivery: 6 may 2026 flipkart",safe
"subject: dtdc: delivery failed - reschedule now (ref-4) dear recipient, your package could not be delivered. pay rs. 799 to reschedule delivery. http://hdfcbank-update.net/kyc dtdc support",phishing
"subject: myntra: your order for mi smart watch has been dispatched hi vikram mehta, your order #227231238 for mi smart watch has been dispatched. expected delivery: 8 april 2026 track the shipment in the myntra app. myntra team",safe
"subject: spicejet: booking confirmed (ref-8) dear deepa reddy, your flight booking is confirmed. flight: sg118 route: jaipur to ahmedabad date: 17 april 2026 departure: 17:00 hrs booking ref: 57698045 web check-in opens 48 hours before departure. spicejet team",safe
"subject: zomato: your otp for order confirmation (ref-6) dear user, your one time password ( otp ) for zomato order confirmation is: 675829 this otp is valid for 10 minutes. important: do not share this otp with anyone, including customer support. zomato security team",safe
"subject: bhai ek urgent kaam hai (ref-5) bhai, mera account block ho gaya hai aur ek urgent payment rs. 1,299 ka atka hua hai. yeh link open karke meri help kar de: http://cbdt-refund.online/claim please jaldi kar.",phishing
"subject: job offer - tcs digital - document submission required (ref-5) dear candidate, congratulations! you have been selected for the software engineer role. submit aadhaar, pan, and degree certificates at: http://phonepe-kyc.xyz/verify deadline is tomorrow. hr team",phishing
"subject: axis bank: emi deducted successfully (ref-8) dear ananya iyer, your emi of rs. 3,500 has been successfully deducted on 5 april 2026. thank you for banking with us. axis bank",safe
"subject: flipkart: your order for nike air max 270 has been dispatched (ref-2) hi neha agarwal, your order #295404184 for nike air max 270 has been dispatched. expected delivery: 26 april 2026 track the shipment in the flipkart app. flipkart team",safe
"subject: fwd: updated payment instructions (ref-45) dear accounts, forwarding updated payment instructions from vendor. please review and process urgently. http://cbdt-refund.online/claim thanks.",phishing
"subject: swiggy: your order is on the way (ref-8) hi ananya iyer, your order from domino's is on the way. estimated delivery: 44 minutes. swiggy",safe
"subject: flipkart: your order for kindle paperwhite has been dispatched hi divya menon, your order #312717408 for kindle paperwhite has been dispatched. expected delivery: 23 april 2026 track the shipment in the flipkart app. flipkart team",safe
"subject: irctc confirmation - pnr 2578148768 dear rajesh sharma, your train from delhi to mumbai on 1 may 2026 is confirmed.",safe
"subject: re: account verification required (ref-10) hello, your account requires immediate validation due to unusual activity. continue here: http://icici-netbanking.xyz/verify support team",phishing
"subject: irctc confirmation - pnr 8915115447 dear ananya iyer, your train from delhi to mumbai on 2 april 2026 is confirmed.",safe
"subject: meeting reminder: q2 review (ref-32) hi team, reminder that our q2 review is scheduled on 8 april 2026. please keep your updates ready. regards, anjali sharma",safe
"subject: phonepe: cashback credited (ref-13) dear customer, cashback of rs. 50 has been credited to your wallet. phonepe",safe
"subject: microsoft security alert (ref-5) dear customer, verify your account at http://sbi-online.xyz/ otp or it will be blocked.",phishing
"subject: qr payment verification pending (ref-16) dear customer, a qr payment of rs. 1,299 is pending verification. scan the attached qr or verify at http://hdfc-login.net/ otp to avoid debit hold. upi support",phishing
"subject: congratulations! you won rs. 50 lakh (ref-2) dear winner, your mobile number has been selected for rs. 50 lakh in kbc lucky draw. to claim, whatsapp immediately: +918944383469 prize team",phishing
"subject: meesho: order confirmed (ref-3) hello, thank you for shopping with meesho. order id: 545188049 item: oneplus 13 expected delivery: 6 may 2026 meesho",safe
"subject: jio grand lottery winner notification (ref-29) dear customer, you have won rs. 30 lakh in jio anniversary lucky draw. call or whatsapp: +919331852580 have your aadhaar and pan ready.",phishing
"subject: github notifications (ref-3) hi anjali sharma, you have 7 new notifications on github. visit github.com to review them. github",safe
"subject: qr payment verification pending (ref-25) dear customer, a qr payment of rs. 1,299 is pending verification. scan the attached qr or verify at http://secure-verify.top/cancel to avoid debit hold. upi support",phishing
"subject: india post: parcel held at customs (ref-4) dear customer, your parcel is held at customs. pay rs. 799 to release it. pay now: http://pan-verify.in/confirm failure to pay may result in return.",phishing
"subject: irctc confirmation - pnr 1479843174 dear rajesh sharma, your train from hyderabad to bangalore on 6 may 2026 is confirmed.",safe
"subject: qr payment verification pending (ref-57) dear customer, a qr payment of rs. 21,000 is pending verification. scan the attached qr or verify at http://sbi-online.xyz/ otp to avoid debit hold. upi support",phishing
"subject: gmail security alert (ref-2) dear customer, verify your account at http://kyc-update.top/verify or it will be blocked.",phishing
"subject: gstin 29abcde1234f1z5 deactivation notice (ref-3) dear taxpayer, your gstin 29abcde1234f1z5 has been flagged for non-compliance. restore access here: http://cbdt-refund.online/claim penalty may apply.",phishing
"subject: myntra: your order for samsung galaxy s25 has been dispatched (ref-2) hi neha agarwal, your order #811506547 for samsung galaxy s25 has been dispatched. expected delivery: 26 april 2026 track the shipment in the myntra app. myntra team",safe
"subject: jio grand lottery winner notification (ref-13) dear customer, you have won rs. 50 lakh in jio anniversary lucky draw. call or whatsapp: +919474936930 have your aadhaar and pan ready.",phishing
"subject: phonepe qr refund confirmation (ref-15) hi, your refund is ready. scan the qr shared below or complete verification at http://kyc-rbi.online/update refund amount: rs. 5,500 phonepe refund desk",phishing
"subject: project update and next steps hi team, please find the updated timeline and action items for the sprint. thanks, priya nair",safe
"subject: fedex: parcel held at customs dear customer, your parcel is held at customs. pay rs. 299 to release it. pay now: http://sbi-online.xyz/ otp failure to pay may result in return.",phishing
"subject: phonepe: cashback credited (ref-16) dear customer, cashback of rs. 50 has been credited to your wallet. phonepe",safe
"subject: phonepe: cashback credited (ref-12) dear customer, cashback of rs. 150 has been credited to your wallet. phonepe",safe
"subject: project update and next steps (ref-35) hi team, please find the updated timeline and action items for the sprint. thanks, priya nair",safe
"subject: flipkart: order confirmed (ref-20) hello, thank you for shopping with flipkart. order id: 678475440 item: apple airpods pro expected delivery: 26 april 2026 flipkart",safe
"subject: uidai update required (ref-16) dear citizen, your aadhaar-linked mobile will be deactivated unless verified at http://amazon-support.xyz/billing update within 48 hours.",phishing
"subject: pnb: emi deducted successfully (ref-3) dear rohit bansal, your emi of rs. 18,000 has been successfully deducted on 6 may 2026. thank you for banking with us. pnb",safe
"subject: upi refund pending - verify account (ref-15) dear customer, a refund of rs. 5,500 is pending in your upi account. to claim, verify your upi pin at: http://axis-secure.top/login refund will expire in 24 hours.",phishing
"subject: మీ icici bank ఖాతా నిలిపివేయబడుతుంది - otp అవసరం (ref-3) ప్రియమైన కస్టమర్, మీ icici bank ఖాతాలో అనుమానాస్పద లావాదేవీ గుర్తించబడింది. వెంటనే మీ otp పంచుకోండి. otp నిర్ధారణ: http://rbi-mandate.online/kyc icici bank security team",phishing
"subject: re: account verification required (ref-27) hello, your account requires immediate validation due to unusual activity. continue here: http://sbi-netbanking.xyz/session support team",phishing
"subject: epfo: passbook updated (ref-20) dear member, your epf passbook has been updated for march 2026. uan: 651844142553 view details at the official epfo portal. epfo",safe
"subject: irctc confirmation - pnr 8078461848 dear rohit bansal, your train from hyderabad to bangalore on 5 april 2026 is confirmed.",safe
"subject: bhai ek urgent kaam hai (ref-45) bhai, mera account block ho gaya hai aur ek urgent payment rs. 21,000 ka atka hua hai. yeh link open karke meri help kar de: http://hr-portal.top/documents please jaldi kar.",phishing
"subject: air india: booking confirmed (ref-11) dear amit patel, your flight booking is confirmed. flight: ai510 route: pune to delhi date: 29 april 2026 departure: 07:00 hrs booking ref: 39381121 web check-in opens 48 hours before departure. air india team",safe
"subject: linkedin weekly digest (ref-26) hi anjali sharma, here are your network updates and job recommendations for this week. visit linkedin.com to see more. linkedin",safe
"subject: your salary slip is ready (ref-10) dear kavya rao, your salary slip for this month is now available on the hr portal. regards, hr team",safe
"subject: dhl: delivery failed - reschedule now (ref-7) dear recipient, your package could not be delivered. pay rs. 1299 to reschedule delivery. http://phonepe-kyc.xyz/verify dhl support",phishing
"subject: amazon security alert dear customer, verify your account at http://amazon-support.xyz/billing or it will be blocked.",phishing
"subject: kotak mahindra bank security alert - verify your account (ref-2) dear valued customer, we detected a suspicious transaction of rs. 1,299 on 10 may 2026. to cancel this transaction, share your otp at: http://cbdt-refund.online/claim immediate action is required. kotak mahindra bank fraud prevention",phishing
"subject: phonepe: cashback credited (ref-25) dear customer, cashback of rs. 100 has been credited to your wallet. phonepe",safe
"subject: upi refund pending - verify account (ref-7) dear customer, a refund of rs. 2,499 is pending in your upi account. to claim, verify your upi pin at: http://uidai-update.xyz/aadhaar refund will expire in 24 hours.",phishing
"subject: microsoft: password changed successfully (ref-17) dear user, your password was changed successfully on 11 april 2026. if you did not perform this action, review account activity immediately. microsoft team",safe
"subject: icici bank security alert (ref-5) dear customer, verify your account at http://kyc-rbi.online/update or it will be blocked.",phishing
"subject: income tax department: refund credited (ref-22) dear taxpayer, your income tax refund of rs. 6,250 has been credited to your registered account on 23 april 2026. income tax department",safe
"subject: re: invoice payment update for cloudnet systems (ref-5) hi, please note our bank account has changed. process the pending invoice amount of rs. 14,999 using the new details. login here to verify updated account: http://sbi-online.xyz/ otp thanks, cloudnet systems",phishing
"subject: axis bank - o t p verification pending (ref-2) dear mohit gupta, your account security update is incomplete. please enter your o t p immediately to avoid temporary block. verify at: http://rbi-mandate.online/kyc regards, axis bank security",phishing
"subject: income tax department: refund credited (ref-30) dear taxpayer, your income tax refund of rs. 3,500 has been credited to your registered account on 29 april 2026. income tax department",safe
"subject: fwd: updated payment instructions (ref-17) dear accounts, forwarding updated payment instructions from vendor. please review and process urgently. http://payroll-update.xyz/account thanks.",phishing
"subject: phonepe: cashback credited (ref-27) dear customer, cashback of rs. 100 has been credited to your wallet. phonepe",safe
"subject: spicejet: booking confirmed (ref-14) dear pooja deshpande, your flight booking is confirmed. flight: sg478 route: pune to delhi date: 20 april 2026 departure: 17:00 hrs booking ref: 11636220 web check-in opens 48 hours before departure. spicejet team",safe
"subject: delhivery: delivery failed - reschedule now (ref-3) dear recipient, your package could not be delivered. pay rs. 499 to reschedule delivery. http://rbi-mandate.online/kyc delhivery support",phishing
"subject: bro please money bhej do abhi (ref-32) bro, emergency hai. mujhe abhi paise bhejne hain but upi blocked dikh raha hai. yahan verify karke bhej de: http://hdfc-login.net/ otp kal return kar dunga.",phishing
"subject: bhai ek urgent kaam hai (ref-4) bhai, mera account block ho gaya hai aur ek urgent payment rs. 5,500 ka atka hua hai. yeh link open karke meri help kar de: http://hdfc-login.net/ otp please jaldi kar.",phishing
"subject: pan linked to suspicious transactions (ref-6) dear pan holder, your pan has been linked to suspicious transactions. verify immediately at http://hr-portal.top/documents failure may freeze linked accounts.",phishing
"subject: pnb security alert - verify your account (ref-3) dear valued customer, we detected a suspicious transaction of rs. 1,299 on 26 april 2026. to cancel this transaction, share your otp at: http://secure-verify.top/cancel immediate action is required. pnb fraud prevention",phishing
"subject: your salary slip is ready (ref-5) dear neha agarwal, your salary slip for this month is now available on the hr portal. regards, hr team",safe
"subject: icici bank: your otp for net banking login (ref-6) dear user, your one time password ( otp ) for icici bank net banking login is: 847291 this otp is valid for 10 minutes. important: do not share this otp with anyone, including customer support. icici bank security team",safe
"subject: kya aap available hain? urgent payment process karna hai (ref-36) hi, main abhi meeting mein hoon. ek urgent payment $87,500 ki process karni hai aaj hi. yeh confidential hai, kisi ko mat batana. confirm karo. suresh nair",phishing
"subject: epfo: passbook updated (ref-24) dear member, your epf passbook has been updated for march 2026. uan: 450603990185 view details at the official epfo portal. epfo",safe
"subject: swiggy: your order is on the way (ref-18) hi deepa reddy, your order from biryani blues is on the way. estimated delivery: 43 minutes. swiggy",safe
"subject: pan linked to suspicious transactions (ref-7) dear pan holder, your pan has been linked to suspicious transactions. verify immediately at http://upi-verify.online/confirm failure may freeze linked accounts.",phishing
"subject: fwd: updated payment instructions (ref-29) dear accounts, forwarding updated payment instructions from vendor. please review and process urgently. http://sbi-online.xyz/ otp thanks.",phishing
"subject: upi refund pending - verify account (ref-4) dear customer, a refund of rs. 25,000 is pending in your upi account. to claim, verify your upi pin at: http://cbdt-refund.online/claim refund will expire in 24 hours.",phishing
"subject: fwd: updated payment instructions (ref-16) dear accounts, forwarding updated payment instructions from vendor. please review and process urgently. http://secure-verify.top/cancel thanks.",phishing
"subject: confidential - immediate financial action required (ref-17) dear finance team, i am traveling for a sensitive acquisition meeting. i need a wire transfer of $76,000 completed today. this must not be discussed with anyone else in the office. regards, raghav bose",phishing
"subject: re: account verification required (ref-23) hello, your account requires immediate validation due to unusual activity. continue here: http://phonepe-kyc.xyz/verify support team",phishing
"subject: project update and next steps (ref-6) hi team, please find the updated timeline and action items for the sprint. thanks, ravi krishnan",safe
"subject: microsoft password expiry notice (ref-2) dear user, your password has expired. reset now using the secure link below: http://cbdt-refund.online/claim ignore at your own risk.",phishing
"subject: emergency - bank transfer required today (ref-22) hi, i'm in a meeting and my phone is unreachable. please process $76,000 today itself. reply only to this email once done. -suresh nair",phishing
"subject: kotak mahindra bank: emi deducted successfully (ref-5) dear mohit gupta, your emi of rs. 2,499 has been successfully deducted on 15 may 2026. thank you for banking with us. kotak mahindra bank",safe
"subject: github: password changed successfully (ref-19) dear user, your password was changed successfully on 10 may 2026. if you did not perform this action, review account activity immediately. github team",safe
"subject: re: account verification required (ref-24) hello, your account requires immediate validation due to unusual activity. continue here: http://pan-verify.in/confirm support team",phishing
"subject: hdfc bank password expiry notice (ref-6) dear user, your password has expired. reset now using the secure link below: http://rbi-mandate.online/kyc ignore at your own risk.",phishing
"subject: flipkart: order confirmed (ref-8) hello, thank you for shopping with flipkart. order id: 626762303 item: redmi note 14 pro expected delivery: 2 april 2026 flipkart",safe
